text,label,source,domain,split
giảng viên rất nhiệt tình và luôn chuẩn bị bài giảng chu đáo .,positive,UIT-VSFC,education,train
dạy kiến thức sát với thực tế .,positive,UIT-VSFC,education,train
cô cung cấp nhiều thông tin thực tế .,positive,UIT-VSFC,education,train
"dạy xúc tích , dễ hiểu .",positive,UIT-VSFC,education,train
thầy tuyệt vời !,positive,UIT-VSFC,education,train
"thầy mời doanh nghiệp về dạy sinh viên , khá thiết thực .",positive,UIT-VSFC,education,train
"em nghĩ cô nên tóm gọn những nội dung phụ , lý thuyết , và đi sâu , tập trung vào trọng tâm hơn cũng như nếu được thì cô hãy nên sử dụng giọng phổ thông để áp dụng vào giảng dạy .",negative,UIT-VSFC,education,train
quá chu đáo nên hay đi lòng vòng vấn đề .,negative,UIT-VSFC,education,train
"giảng kỹ , nhiệt tình .",positive,UIT-VSFC,education,train
giảng viên chu đáo .,positive,UIT-VSFC,education,train
cách truyền đạt của giảng viên làm sinh viên khó tiếp thu .,negative,UIT-VSFC,education,train
"sửa bài tập chi tiết , kỹ càng , đặt ra nhiều vấn đề hay .",positive,UIT-VSFC,education,train
"làm đồ án còn phải thi cuối kỳ lý thuyết , sinh viên có nhiều đồ án trên một kỳ , còn phải thi lý thuyết cuối kỳ .",negative,UIT-VSFC,education,train
cách giảng viên tạo cơ hội cho sinh viên lấy điểm cộng .,positive,UIT-VSFC,education,train
lên lớp ít .,negative,UIT-VSFC,education,train
"nhiệt tình với sinh viên , đảm bảo giờ lên lớp , có hệ thống website môn học dễ sử dụng .",positive,UIT-VSFC,education,train
"cách giảng bài của thầy chưa được tốt còn thiếu sự gây hứng thú học tập cho sinh viên , đề thi môn học quá dài với lượng kiến thức cần có không phải ít khiến sinh viên khó làm bài tốt .",negative,UIT-VSFC,education,train
dạy khá chắc chắn .,positive,UIT-VSFC,education,train
đó là sau khi cô giảng xong một dạng toán thì nên cho ngay một ví dụ .,negative,UIT-VSFC,education,train
giảng viên có tăng cường giải đề các năm .,positive,UIT-VSFC,education,train
còn có một số thiếu hụt nhỏ trong kiến thức nhưng nhìn chung có kiến thức chuyên môn tốt .,positive,UIT-VSFC,education,train
cô sửa nhiều bài tập giúp sinh viên dễ tiếp thu phần lý thuyết .,positive,UIT-VSFC,education,train
cô dạy có tâm .,positive,UIT-VSFC,education,train
"một số lối giảng còn khó hiểu , thiếu đa dạng và thực tiễn .",negative,UIT-VSFC,education,train
"cô vui tính , tận tâm nhiệt tình , có thắc mắc cô đều giải thích rất kỹ và rất sâu .",positive,UIT-VSFC,education,train
cụ thể là phần chấm điểm giữa kỳ .,neutral,UIT-VSFC,education,train
thầy nhiệt tình giúp đỡ bọn em và chấm bài cũng không thiên vị .,positive,UIT-VSFC,education,train
anh văn .,neutral,UIT-VSFC,education,train
thầy giảng chưa sâu !,negative,UIT-VSFC,education,train
cô rất nhiệt tình khi dạy các em .,positive,UIT-VSFC,education,train
chơi trò chơi .,neutral,UIT-VSFC,education,train
thông báo ngày nộp bài tập và báo cáo quá trễ .,negative,UIT-VSFC,education,train
thầy rất nhiệt tình và vui tính .,positive,UIT-VSFC,education,train
nên soạn slide bài giảng kỹ hơn .,negative,UIT-VSFC,education,train
"hi vọng khi truyền đạt một ý nào đó thầy nói ngay vào trọng tâm , tránh mở bài quá dài dòng làm người nghe khó nắm bắt và chọn lọc nội dung .",negative,UIT-VSFC,education,train
dạy hay nhiệt tình .,positive,UIT-VSFC,education,train
"thầy wwzjwz305 rất tốt , rất hiền , tận tâm , nhiệt tình .",positive,UIT-VSFC,education,train
"em thấy giảng viên chưa tạo được hứng thú để cho sinh viên học tập tốt hơn , khi lên lớp học lúc nào sinh viên cũng chán nản và không muốn học .",negative,UIT-VSFC,education,train
"thầy wzjwz94 dạy tốt , nhiệt tình và thân thiện với sinh viên , nếu được cho thầy tiếp tục giảng dạy trong các học kỳ tới .",positive,UIT-VSFC,education,train
thầy vui tính truyền đạt dễ hiểu .,positive,UIT-VSFC,education,train
dạy đúng giờ nhiệt tình .,positive,UIT-VSFC,education,train
"thầy dạy rất hay , dễ hiểu , tận tâm .",positive,UIT-VSFC,education,train
"nếu được , thầy kể thêm truyện ngày xưa vào những lúc giải lao .",neutral,UIT-VSFC,education,train
giáo viên hay tới trễ .,negative,UIT-VSFC,education,train
nhưng vẫn chưa nhiệt tình lắm .,negative,UIT-VSFC,education,train
thầy giảng bài rất có tâm huyết .,positive,UIT-VSFC,education,train
đầu tư thêm nhiều thiết bị .,negative,UIT-VSFC,education,train
giảng viên rất tận tâm trong việc giảng dạy .,positive,UIT-VSFC,education,train
phương pháp giảng dạy của giảng viên dễ hiểu giúp sinh viên dễ nắm bắt .,positive,UIT-VSFC,education,train
cho các bài kiểm tra trên lớp rất hay .,positive,UIT-VSFC,education,train
cô dạy không nhiệt tình tuy có đầy đủ bài học .,negative,UIT-VSFC,education,train
giảng viên thường xuyên đến lớp trễ .,negative,UIT-VSFC,education,train
thầy giỏi và nhiệt tình .,positive,UIT-VSFC,education,train
lúc đầu có sai sót kỹ thuật ở mã môn học it006dote12 có hai dấu chấm nên sinh viên không được add vào môn học trong hệ thống moodle nên thầy phải cung cấp tài liệu cho sinh viên qua google site .,negative,UIT-VSFC,education,train
cách dạy của thầy không phù hợp với em nên khiến em khó khăn trong việc tiếp thu .,negative,UIT-VSFC,education,train
"giảng viên dạy tương đối dễ hiểu , vui tính .",positive,UIT-VSFC,education,train
nên bỏ môn học này vì nó không sát với chương trình học .,negative,UIT-VSFC,education,train
mong cô luôn như vậy .,positive,UIT-VSFC,education,train
"giáo viên giảng chậm , kỹ , dễ hiểu .",positive,UIT-VSFC,education,train
máy chiếu bị ảnh hưởng bởi ánh sáng nên xem slide không rõ .,negative,UIT-VSFC,education,train
"thầy giáo nhiệt tình , vui vẻ , tận tình giải đáp thắc mắc cho sinh viên .",positive,UIT-VSFC,education,train
"giảng viên không giải thích gì về bài tập , nếu có giải thích thì chỉ qua loa cho xong .",negative,UIT-VSFC,education,train
nội dung chưa cô động .,negative,UIT-VSFC,education,train
cách truyền đạt kiến thức của giảng viên có hơi khó hiểu .,negative,UIT-VSFC,education,train
"em xin góp ý kiến như thế này , nói không phải là nói xấu thầy nhưng thầy dạy rất nhàm chán , thầy chỉ đọc slide rồi về thôi , không cho ví dụ , không hướng dẫn giải bài tập cho sinh viên .",negative,UIT-VSFC,education,train
"môn nhập môn công nghệ phần mềm trước đây thầy thường bắt seminar cho hết giờ , xong rồi có những câu nói gây mất thiện cảm , thiếu trách nhiệm doubledot "" tuần sau thi giữa kỳ ha , nội dung là phần này ha , mấy em xem lại bài ha , không hiểu thì hỏi bạn ha , chúng ta kết thúc ở đây ha "" .",negative,UIT-VSFC,education,train
giảng viên thường xuyên mang ví dụ và vấn đề thực tiễn vào bài giảng .,positive,UIT-VSFC,education,train
cô dạy tận tâm nhiệt tình .,positive,UIT-VSFC,education,train
giảng viên rất nhiệt tình chỉ dẫn .,positive,UIT-VSFC,education,train
giảng viên hướng dẫn rất nhiệt tình .,positive,UIT-VSFC,education,train
giải thích thắc mắc của sinh viên .,positive,UIT-VSFC,education,train
giảng lý thuyết buồn ngủ .,negative,UIT-VSFC,education,train
nên cho kiểm tra theo dạng hiểu hơn là chỉ làm những bài toán .,negative,UIT-VSFC,education,train
nên chú trọng vào môn học là hướng đối tượng .,negative,UIT-VSFC,education,train
thầy dạy rất nhiều thứ hay bên cạnh những kiến thức cơ bản !,positive,UIT-VSFC,education,train
"mặc dù , có thể cái này sinh viên đang tự hiểu chỉ dùng cho các sắp xếp theo tính thự tự trong các hệ điều hành như về name , size .",neutral,UIT-VSFC,education,train
cho nghỉ nhiều buổi .,negative,UIT-VSFC,education,train
đi học vào chủ nhật ở trường đại học thể dục thể thao là điều vô lí .,negative,UIT-VSFC,education,train
"chất lượng âm thanh chưa tốt , còn quá rè .",negative,UIT-VSFC,education,train
cô dạy nhiệt tình với sinh viên .,positive,UIT-VSFC,education,train
thầy dễ gần với sinh viên .,positive,UIT-VSFC,education,train
"thầy rất nhiệt tình với lớp , giải đáp mọi thắc mắc của học sinh .",positive,UIT-VSFC,education,train
em thấy vậy được rồi .,positive,UIT-VSFC,education,train
"thầy dạy kỹ , chi tiết .",positive,UIT-VSFC,education,train
"giảng viên nhiệt tình , tận tâm , chuẩn bị tài liệu đầy đủ .",positive,UIT-VSFC,education,train
thầy cần cho bài tập dễ hơn một chút .,negative,UIT-VSFC,education,train
truyền đạt của thầy hơi khó hiểu .,negative,UIT-VSFC,education,train
cô tính điểm quá trình chưa được tốt .,negative,UIT-VSFC,education,train
"đã đổi mới chương trình đột ngột thì không nên đổi cả ngôn ngữ , vì quá khó đối với sinh viên .",negative,UIT-VSFC,education,train
học thực hành nhiều hơn .,negative,UIT-VSFC,education,train
"tích cực , chuyên cần , giúp đỡ sinh viên tận tâm .",positive,UIT-VSFC,education,train
"không thông báo rõ ràng và đầy đủ quy định cụ thể khi cho sinh viên làm đồ án , đến khi chỉ còn một tháng cuối mới nhận được thông báo không được sử dụng một số thư viện ( sinh viên mail hỏi thì mới nhận được thông báo ) dẫn đến khó khăn cho sinh viên dù đã làm xong đồ án và phải làm lại .",negative,UIT-VSFC,education,train
lớp có một số bạn thi không đậu ở giữa kỳ và được thi lại .,negative,UIT-VSFC,education,train
chương trình còn nặng lý thuyết .,negative,UIT-VSFC,education,train
phòng wzjwz55 thiết bị thường bị trục trặc .,negative,UIT-VSFC,education,train
chưa demo nhiều .,negative,UIT-VSFC,education,train
sự nhiệt tình của giảng viên .,positive,UIT-VSFC,education,train
môn học quá nặng cho một ngành không chuyên toán như công nghệ thông tin .,negative,UIT-VSFC,education,train
"chương trình dạy và kiến thức của thầy cực kỳ tốt , ứng đáp trôi trải với câu hỏi các bạn sinh viên .",positive,UIT-VSFC,education,train
kiểm tra bằng web .,neutral,UIT-VSFC,education,train
mong muốn của em đó là làm thế nào để bài giảng của giảng viên vừa đào sâu kiến thức lý thuyết vừa đi vào thực tế luôn .,negative,UIT-VSFC,education,train
giảng viên cũng rất nhiệt tình và quan tâm sinh viên .,positive,UIT-VSFC,education,train
"giáo viên giảng dạy tận tâm , nhiệt tình .",positive,UIT-VSFC,education,train
giảng viên chưa chuẩn bị tốt bài giảng .,negative,UIT-VSFC,education,train
thầy thường xuyên nghỉ .,negative,UIT-VSFC,education,train
bài giảng thiếu sự thu hút .,negative,UIT-VSFC,education,train
"các hoạt động trao đổi , thảo luận trên moodle hầu như không có , rất hạn chế .",positive,UIT-VSFC,education,train
cần dạy nhiều hơn vì khi thực hành chủ yếu sinh viên tự thực hành .,negative,UIT-VSFC,education,train
"nhiệt tình , tỉ mỉ .",positive,UIT-VSFC,education,train
quạt của phòng bị hư nên học hơi bị nóng .,negative,UIT-VSFC,education,train
"đổi phòng thực hành , máy thực hành bị hư rất nhiều .",negative,UIT-VSFC,education,train
"đề nghị trường có biện pháp nâng cấp phòng học vì phòng quá dơ , quá bụi , máy chiếu thì có phòng rất tốt nhưng cũng có phòng quá tệ .",negative,UIT-VSFC,education,train
dù đã kiến nghị riêng vói thầy nhưng thầy không thay đổi một cách linh hoạt giúp sinh viên nắm được lý thuyết dễ dàng hơn .,negative,UIT-VSFC,education,train
hoạt động speaking chưa nhiều .,negative,UIT-VSFC,education,train
"phương pháp dạy trực quan , dễ hiểu , có nhiều hoạt động cho sinh viên .",positive,UIT-VSFC,education,train
"vui vẻ , giảng dạy tích cực .",positive,UIT-VSFC,education,train
thầy dạy hay dễ hiểu !,positive,UIT-VSFC,education,train
tâm sự của một đứa sinh viên bị thầy đánh rớt .,neutral,UIT-VSFC,education,train
